TransactionId,UserId,VisitYear,VisitMonth,VisitMode,AttractionId,Rating
368,21447,2020,1,4,640,4
370,70281,2020,1,2,640,5
371,68787,2020,1,2,640,5
373,4179,2020,1,3,640,4
374,58932,2020,1,2,640,5
376,5021,2020,1,4,640,4
379,82983,2020,1,5,640,4
386,19681,2020,1,3,640,3
387,23890,2020,1,3,640,3
389,75107,2020,1,2,640,5
391,20362,2020,1,2,640,5
392,48488,2020,1,5,640,5
393,39504,2020,1,2,640,5
397,34060,2020,1,3,640,5
398,6355,2020,1,4,640,5
403,52542,2020,1,3,640,5
404,58772,2020,1,2,640,5
405,58750,2020,1,4,640,5
409,46971,2020,1,2,640,5
410,17018,2020,1,3,640,5
411,73591,2020,1,2,640,4
414,44572,2019,12,3,640,3
415,73334,2020,1,5,640,5
416,55962,2020,1,2,640,1
417,21235,2020,1,4,640,5
421,78327,2020,1,2,640,4
422,85955,2020,1,4,640,5
423,48535,2020,1,3,640,4
424,79458,2020,1,2,640,5
428,58461,2020,1,2,640,4
429,85351,2020,1,3,640,5
430,87932,2020,1,2,640,5
431,47662,2020,1,2,640,5
433,6464,2019,12,3,640,4
436,54547,2019,12,2,640,4
439,48254,2020,1,3,640,5
442,31313,2019,12,4,640,5
443,64200,2020,1,3,640,5
444,47878,2020,1,3,640,5
445,76383,2020,1,2,640,3
447,69047,2020,1,2,640,4
448,4704,2020,1,2,640,3
449,60786,2019,11,2,640,4
450,11567,2019,12,3,640,5
452,9721,2020,1,4,640,5
453,81917,2020,1,2,640,5
455,74047,2020,1,3,640,5
456,35064,2019,12,2,640,3
457,16210,2019,12,2,640,4
458,34475,2020,1,3,640,5
461,35014,2019,8,3,640,5
465,32271,2019,12,4,640,5
466,51045,2020,1,3,640,5
467,61162,2020,1,5,640,2
468,82738,2019,10,4,640,5
469,48073,2020,1,2,640,3
472,31427,2020,1,3,640,4
473,30811,2020,1,4,640,5
474,66675,2020,1,4,640,5
475,44748,2019,12,2,640,5
478,18295,2020,1,4,640,4
479,37703,2020,1,4,640,4
480,3850,2020,1,5,640,5
484,61329,2019,12,2,640,5
486,18016,2020,1,2,640,5
487,742,2020,1,2,640,5
488,71542,2019,12,2,640,5
489,57489,2020,1,3,640,5
490,22601,2019,12,2,640,4
491,87646,2019,4,5,640,5
492,57409,2019,12,3,640,5
495,75883,2020,1,4,640,5
497,35029,2019,12,4,640,5
498,60491,2020,1,5,640,5
503,22981,2019,12,4,640,5
504,34788,2019,12,3,640,5
508,8357,2019,12,3,640,4
511,25551,2020,1,3,640,3
514,46084,2019,12,2,640,5
515,81818,2019,12,3,640,5
516,10917,2019,12,2,640,5
518,9849,2019,12,5,640,5
521,30762,2019,12,3,640,5
524,33532,2019,12,4,640,5
525,20406,2019,12,3,640,5
526,67711,2019,12,5,640,5
530,54951,2019,12,3,640,5
532,1258,2019,12,3,640,4
534,80378,2019,12,2,640,5
535,16901,2019,12,2,640,5
536,27887,2019,12,2,640,3
537,26893,2019,12,3,640,3
538,6137,2019,12,2,640,5
541,52293,2019,12,4,640,3
542,68257,2019,12,3,640,4
543,43688,2019,12,3,640,5
544,37159,2019,12,3,640,3
546,13815,2019,12,2,640,4
549,15747,2019,12,2,640,4
550,83027,2019,12,3,640,4
551,61967,2019,12,3,640,5
552,43397,2019,12,2,640,4
553,62162,2019,12,2,640,3
554,46106,2019,12,2,640,4
555,67109,2019,12,2,640,4
556,52528,2019,12,2,640,5
557,22907,2019,12,4,640,5
558,37425,2019,12,5,640,5
559,41203,2019,12,2,640,5
562,20065,2019,12,2,640,5
563,73245,2019,12,3,640,5
565,73646,2019,12,5,640,4
568,84875,2019,12,3,640,4
570,23629,2019,12,3,640,4
573,30759,2019,12,3,640,3
575,1684,2019,12,4,640,4
576,68604,2019,12,2,640,5
579,58348,2019,12,2,640,5
580,54465,2019,12,4,640,5
581,75591,2019,12,2,640,4
583,61160,2019,11,3,640,4
587,19406,2019,12,2,640,4
588,69671,2019,12,2,640,4
591,88159,2019,12,2,640,4
592,46158,2019,12,3,640,5
594,65716,2019,12,3,640,5
598,26929,2019,12,2,640,5
602,19138,2019,11,2,640,5
604,54930,2019,12,2,640,5
605,22292,2019,12,5,640,5
608,61847,2019,12,2,640,4
611,39638,2019,12,2,640,5
612,75270,2019,12,2,640,5
614,81565,2019,12,2,640,5
615,1286,2019,11,4,640,4
617,21885,2019,12,3,640,3
618,59594,2019,12,2,640,4
623,54832,2019,12,2,640,5
625,62637,2019,12,5,640,4
626,66466,2019,12,3,640,4
627,12514,2019,12,3,640,5
628,26721,2019,12,2,640,3
629,57888,2019,12,2,640,5
631,59214,2019,12,5,640,5
634,16818,2019,12,3,640,5
635,35966,2019,12,4,640,4
637,43752,2019,12,3,640,4
638,25167,2019,12,3,640,5
640,17509,2019,12,4,640,5
641,12493,2019,12,2,640,4
642,50006,2019,2,3,640,5
645,59886,2019,11,4,640,4
648,88096,2019,12,2,640,5
650,86495,2019,11,4,640,5
651,71335,2019,10,4,640,5
652,43469,2019,12,2,640,4
653,62902,2019,9,2,640,5
655,842,2019,11,2,640,4
656,79806,2019,11,2,640,5
659,79106,2019,11,2,640,5
662,40004,2019,8,2,640,5
663,38965,2019,11,2,640,4
664,57241,2019,11,2,640,4
665,83593,2019,11,5,640,4
670,51833,2019,11,2,640,4
674,45575,2019,10,2,640,5
676,83403,2019,11,4,640,3
678,21800,2019,11,2,640,5
679,40371,2019,11,2,640,5
680,33602,2019,11,2,640,5
683,80509,2019,11,3,640,5
687,21032,2019,11,2,640,5
688,43991,2019,11,4,640,5
690,20101,2019,11,2,640,5
692,21002,2019,11,5,640,4
695,66976,2019,11,4,640,5
696,28784,2019,11,3,640,5
698,42092,2019,11,4,640,5
706,47891,2019,10,4,640,5
707,53973,2019,11,2,640,4
711,75059,2019,11,2,640,5
715,20317,2019,11,2,640,5
716,76909,2019,11,2,640,5
721,86520,2019,11,3,640,4
724,69256,2019,8,3,640,4
726,43343,2019,11,4,640,5
727,36630,2019,11,3,640,5
728,46043,2019,11,4,640,5
732,85645,2019,11,2,640,5
734,6578,2019,11,4,640,5
735,59262,2019,11,2,640,4
737,2322,2019,11,4,640,4
739,59472,2019,11,4,640,3
743,22780,2019,11,4,640,5
744,86490,2019,11,2,640,4
746,33842,2019,11,2,640,5
748,38379,2019,11,2,640,4
750,48560,2019,11,4,640,4
751,77923,2019,10,3,640,1
752,38836,2019,11,2,640,4
754,38110,2019,11,2,640,5
755,15549,2019,11,4,640,5
757,36219,2019,11,2,640,5
758,14472,2019,11,4,640,5
759,28964,2019,11,3,640,3
760,23832,2019,11,4,640,4
761,38620,2019,11,2,640,5
766,39924,2019,11,4,640,5
767,58141,2019,10,2,640,5
769,77358,2019,11,2,640,4
770,54424,2019,11,2,640,5
771,27001,2019,10,5,640,4
772,20211,2019,11,4,640,5
777,2449,2019,11,2,640,4
780,56064,2019,11,4,640,5
782,18783,2019,11,2,640,3
785,46208,2019,11,2,640,4
787,41136,2019,11,2,640,5
788,70751,2019,11,2,640,4
792,86510,2019,11,2,640,4
793,46093,2019,11,2,640,5
795,73421,2019,11,5,640,4
797,21907,2019,10,5,640,5
802,54148,2019,2,3,640,5
806,26141,2019,11,2,640,5
813,70273,2019,11,2,640,5
814,63138,2019,10,2,640,5
815,57016,2019,11,2,640,5
816,9624,2019,11,2,640,5
819,10723,2019,11,2,640,5
824,86375,2019,10,4,640,5
825,34781,2019,10,2,640,5
826,83171,2019,10,4,640,5
829,64335,2019,10,2,640,4
830,73509,2019,10,4,640,4
832,85910,2019,10,2,640,3
834,9694,2019,10,3,640,5
835,28545,2019,10,2,640,4
837,36962,2019,10,2,640,5
838,82189,2019,10,2,640,5
839,66378,2019,10,2,640,5
840,29051,2019,10,2,640,4
846,35119,2019,10,2,640,2
847,65681,2019,10,4,640,3
849,49821,2019,10,2,640,5
850,10389,2019,9,2,640,4
851,7246,2019,9,4,640,5
853,61195,2019,10,3,640,5
854,88085,2019,10,2,640,2
858,9956,2019,10,4,640,5
860,24782,2019,10,2,640,5
865,58334,2019,10,2,640,5
870,6032,2019,10,2,640,5
872,11927,2019,10,4,640,3
874,40692,2019,10,2,640,5
878,8302,2019,10,4,640,4
880,71914,2019,10,2,640,4
883,51251,2019,10,3,640,3
884,17352,2019,10,3,640,4
886,43865,2019,10,2,640,4
887,60790,2019,10,2,640,4
889,56045,2019,10,2,640,5
890,65680,2019,9,3,640,2
893,37087,2019,10,2,640,4
894,49782,2019,10,2,640,4
895,13579,2019,10,5,640,5
896,2108,2019,10,5,640,4
900,9406,2019,10,3,640,4
902,71386,2019,10,2,640,5
903,14379,2019,10,3,640,4
904,71725,2019,10,4,640,5
905,71189,2019,10,2,640,5
907,20413,2019,10,2,640,5
908,28978,2019,10,5,640,4
910,53872,2019,10,2,640,5
911,75539,2019,10,4,640,5
914,84262,2019,10,4,640,5
917,69566,2019,10,3,640,4
918,4217,2019,10,2,640,4
919,26333,2019,10,5,640,5
921,67211,2019,10,2,640,5
922,80948,2019,10,3,640,4
923,5716,2019,10,2,640,5
926,66941,2019,10,2,640,5
929,40884,2019,10,4,640,4
930,10654,2019,10,3,640,4
931,22737,2019,10,2,640,5
933,38667,2019,10,2,640,5
934,59662,2019,10,4,640,5
935,29058,2019,10,2,640,1
936,60526,2019,10,2,640,3
939,8950,2019,10,2,640,5
941,49649,2019,10,3,640,5
942,77383,2019,10,3,640,5
943,14126,2019,10,5,640,3
947,58656,2019,10,4,640,5
949,16491,2019,10,2,640,1
950,31295,2019,10,2,640,3
951,11384,2019,10,3,640,5
953,57986,2019,10,4,640,5
956,70516,2019,10,4,640,4
963,49083,2019,10,4,640,5
964,21736,2019,10,3,640,5
966,22247,2019,8,4,640,4
969,87304,2019,9,2,640,4
970,79692,2019,10,2,640,3
973,83606,2019,9,2,640,4
974,73172,2019,10,2,640,5
979,3832,2019,10,4,640,4
982,41256,2019,10,2,640,5
985,4804,2019,10,2,640,5
989,4428,2019,9,3,640,4
990,36927,2019,10,2,640,3
993,82987,2019,10,2,640,5
998,47578,2019,10,5,640,5
1000,72453,2019,10,5,640,5
1003,58233,2019,10,5,640,3
1005,36818,2019,10,4,640,4
1006,44851,2019,9,2,640,4
1008,65965,2019,10,2,640,5
1011,42866,2019,8,2,640,3
1012,42699,2019,10,2,640,3
1013,7203,2019,10,2,640,4
1015,52708,2019,9,2,640,4
1016,63259,2019,10,2,640,5
1021,40176,2019,10,2,640,4
1022,18444,2019,10,2,640,5
1023,28072,2019,9,2,640,5
1025,84861,2018,11,4,640,4
1029,56772,2019,10,2,640,5
1030,24984,2019,9,2,640,5
1032,57915,2019,10,5,640,5
1033,67364,2019,9,3,640,5
1037,61692,2019,10,5,640,5
1038,40702,2019,10,2,640,5
1041,69921,2019,9,2,640,5
1042,34075,2019,9,2,640,5
1043,70749,2019,9,5,640,5
1046,69213,2019,9,2,640,3
1047,42847,2019,9,2,640,3
1048,55877,2019,9,2,640,5
1049,10530,2019,9,4,640,5
1050,85786,2019,9,3,640,3
1051,37950,2019,9,2,640,5
1052,8425,2019,9,2,640,5
1054,85609,2019,9,3,640,4
1055,67329,2019,9,2,640,5
1056,73551,2019,9,3,640,4
1058,43829,2019,9,2,640,4
1059,79132,2019,9,2,640,5
1060,10563,2019,9,5,640,5
1061,17831,2019,9,4,640,5
1062,78418,2019,9,2,640,5
1069,64450,2019,9,3,640,5
1071,62605,2019,9,5,640,3
1073,13403,2019,9,2,640,5
1074,17496,2019,9,2,640,5
1075,52020,2019,9,2,640,5
1076,74930,2019,9,4,640,5
1079,38489,2019,9,2,640,4
1080,76788,2019,9,2,640,4
1082,13737,2019,9,2,640,3
1084,51768,2019,9,2,640,4
1085,63748,2019,9,3,640,4
1088,27005,2019,9,2,640,5
1093,54937,2019,4,2,640,5
1095,60162,2019,9,2,640,4
1097,6742,2019,9,2,640,5
1100,35305,2019,9,2,640,5
1101,86362,2019,9,2,640,5
1102,40403,2019,9,2,640,5
1103,72153,2019,9,3,640,5
1110,28619,2019,9,2,640,5
1112,56338,2019,9,2,640,5
1116,13488,2019,9,2,640,5
1118,6384,2019,9,2,640,5
1119,46497,2019,9,2,640,5
1120,36596,2019,9,3,640,4
1127,60491,2019,9,5,640,5
1129,45981,2019,9,2,640,5
1130,77099,2019,9,3,640,4
1131,63124,2019,9,2,640,3
1132,44141,2019,9,4,640,5
1135,65810,2019,9,2,640,5
1136,68578,2019,9,3,640,4
1139,69085,2019,9,4,640,5
1140,86747,2019,9,2,640,5
1141,58004,2019,9,2,640,3
1142,15335,2019,9,2,640,4
1143,2893,2019,9,3,640,5
1145,49656,2019,9,2,640,4
1147,49920,2019,9,2,640,5
1149,3655,2019,9,2,640,5
1151,46918,2019,9,2,640,4
1152,14468,2019,9,5,640,5
1153,5300,2019,9,2,640,3
1155,78022,2019,9,3,640,4
1156,59527,2019,9,4,640,4
1158,64321,2019,9,2,640,5
1159,12949,2019,9,3,640,4
1162,54243,2019,9,2,640,3
1163,56369,2019,9,2,640,5
1166,66690,2019,9,2,640,5
1167,2928,2019,9,2,640,4
1168,70854,2019,9,2,640,4
1169,24059,2019,9,4,640,5
1170,43264,2019,9,3,640,5
1171,51728,2019,9,4,640,5
1172,68733,2019,9,2,640,5
1173,44773,2019,9,2,640,5
1174,38501,2019,9,2,640,4
1176,82171,2019,9,2,640,5
1177,84558,2019,8,2,640,4
1179,19237,2019,8,3,640,4
1180,45570,2019,9,2,640,3
1181,85584,2019,9,2,640,4
1183,31508,2019,9,2,640,5
1184,59207,2019,8,4,640,3
1186,62830,2019,9,2,640,4
1187,24295,2019,9,4,640,5
1188,7966,2019,9,2,640,5
1190,19072,2019,9,2,640,5
1191,72803,2019,9,5,640,4
1194,87935,2019,9,2,640,3
1198,29822,2019,9,4,640,4
1199,24887,2019,9,2,640,5
1202,20750,2019,9,5,640,5
1203,12776,2019,9,2,640,5
1204,80084,2019,8,3,640,5
1205,4729,2019,9,2,640,1
1206,34649,2019,9,2,640,5
1207,53903,2019,9,2,640,5
1209,51818,2019,9,3,640,5
1211,14599,2019,8,2,640,5
1217,86765,2019,9,2,640,4
1218,69257,2019,9,2,640,3
1220,42830,2019,9,3,640,1
1221,35233,2019,9,2,640,3
1223,80157,2019,9,3,640,5
1225,81112,2019,1,2,640,5
1227,4282,2019,9,2,640,5
1228,27893,2019,9,2,640,5
1231,42705,2019,9,5,640,5
1232,30209,2019,9,2,640,4
1234,85871,2019,9,2,640,5
1237,43720,2019,9,2,640,5
1239,66827,2019,9,2,640,5
1240,64196,2019,9,4,640,5
1243,4913,2019,9,4,640,5
1246,81717,2019,9,2,640,4
1250,18250,2019,8,2,640,5
1251,12413,2019,9,3,640,5
1254,76890,2019,9,2,640,5
1256,71885,2019,8,3,640,5
1257,67101,2019,8,3,640,4
1258,81111,2019,9,2,640,5
1260,2741,2019,8,2,640,4
1261,79371,2019,9,2,640,3
1263,59264,2019,9,4,640,5
1268,51721,2018,11,3,640,3
1271,29808,2019,9,2,640,4
1272,65731,2019,9,5,640,4
1275,23930,2019,8,4,640,4
1276,55472,2019,9,2,640,4
1278,16625,2019,9,2,640,4
1280,39282,2019,8,5,640,1
1281,761,2019,9,3,640,4
1282,23566,2019,9,4,640,5
1284,51124,2019,8,4,640,5
1286,11622,2019,9,2,640,4
1287,34982,2019,8,3,640,4
1288,11876,2019,7,2,640,5
1289,58781,2019,8,2,640,5
1290,52089,2019,8,3,640,5
1291,31436,2019,8,2,640,5
1292,5213,2019,8,2,640,5
1293,68173,2019,8,3,640,4
1294,26180,2019,8,3,640,5
1295,72046,2019,8,2,640,5
1297,62515,2019,7,4,640,5
1298,7916,2019,8,3,640,3
1302,70957,2019,8,2,640,5
1303,57808,2019,8,2,640,5
1304,77350,2019,8,2,640,5
1305,2264,2019,8,2,640,5
1306,80645,2019,8,2,640,4
1307,80050,2019,8,2,640,5
1312,80435,2019,8,2,640,3
1317,22060,2019,7,2,640,2
1319,78659,2019,8,3,640,5
1327,52103,2019,8,3,640,3
1331,85713,2019,8,2,640,4
1333,82285,2019,8,3,640,4
1337,63748,2019,8,3,640,4
1339,55456,2019,8,3,640,1
1341,58994,2019,8,2,640,3
1342,27097,2019,8,2,640,4
1343,79002,2019,8,2,640,4
1345,34766,2019,8,3,640,1
1347,28119,2019,6,3,640,1
1351,42680,2019,8,4,640,5
1352,11281,2019,6,4,640,4
1355,47255,2019,7,3,640,2
1356,73379,2019,8,3,640,5
1361,76660,2019,8,2,640,5
1362,13759,2019,8,2,640,4
1363,17245,2019,7,2,640,4
1365,79903,2019,8,2,640,5
1368,70222,2019,8,5,640,5
1373,31522,2019,8,2,640,4
1376,58780,2019,8,3,640,5
1379,80578,2019,8,4,640,5
1381,51139,2019,8,2,640,5
1382,14851,2019,8,4,640,4
1383,10499,2019,8,3,640,4
1384,57930,2019,8,5,640,5
1385,64318,2019,8,2,640,3
1389,66393,2019,8,4,640,5
1392,15960,2019,8,2,640,5
1394,15775,2019,8,4,640,5
1395,6846,2019,8,2,640,5
1396,50234,2019,8,3,640,5
1397,65159,2019,8,3,640,4
1400,38796,2019,8,2,640,4
1401,57358,2019,8,4,640,4
1402,19887,2019,8,2,640,4
1403,27059,2019,8,2,640,4
1404,9075,2019,8,2,640,5
1407,67499,2018,10,4,640,4
1411,59,2019,8,2,640,5
1412,50523,2019,8,4,640,5
1413,72559,2019,4,2,640,5
1416,42651,2019,7,3,640,4
1417,6544,2019,8,2,640,5
1418,66675,2019,8,3,640,5
1419,31593,2019,8,4,640,4
1421,5318,2019,8,4,640,3
1422,19206,2019,8,2,640,5
1423,44008,2019,8,2,640,4
1424,28682,2019,8,2,640,4
1425,70412,2019,8,2,640,5
1428,55780,2019,8,2,640,4
1429,67768,2019,8,3,640,4
1431,50652,2019,8,3,640,4
1433,59524,2019,6,4,640,5
1434,58087,2019,8,2,640,2
1435,78026,2019,8,3,640,5
1436,41071,2019,8,4,640,5
1439,79943,2019,6,2,640,4
1440,62240,2019,8,2,640,5
1441,50470,2019,8,4,640,5
1442,25915,2019,8,2,640,5
1443,65508,2019,7,4,640,5
1444,29075,2019,8,5,640,4
1447,63011,2019,8,3,640,5
1453,10820,2019,8,4,640,5
1454,72036,2019,8,5,640,5
1455,50334,2019,6,2,640,4
1457,53133,2019,7,3,640,5
1459,85502,2019,8,2,640,4
1460,45561,2019,7,2,640,4
1461,18432,2019,8,4,640,5
1462,13478,2019,8,5,640,4
1464,72802,2019,8,2,640,4
1466,62544,2019,8,3,640,5
1467,52989,2019,8,2,640,5
1468,20946,2019,7,2,640,5
1469,117,2019,8,2,640,4
1470,40097,2019,8,3,640,3
1471,31754,2019,5,5,640,5
1472,76067,2019,5,5,640,4
1473,7235,2019,8,2,640,5
1474,51123,2019,7,2,640,4
1476,79599,2019,8,5,640,4
1477,22430,2019,4,2,640,5
1478,10220,2019,6,2,640,1
1479,80291,2019,7,4,640,3
1481,57542,2014,1,2,640,4
1482,82951,2014,4,2,640,4
1483,29588,2014,4,2,640,5
1484,79488,2014,4,3,640,4
1486,54877,2014,4,2,640,3
1488,34372,2014,3,2,640,5
1489,57049,2013,3,4,640,4
1490,81619,2014,2,4,640,5
1491,50908,2014,2,4,640,4
1492,74734,2013,7,2,640,1
1493,31203,2014,1,4,640,4
1494,81959,2013,12,5,640,5
1495,72694,2014,2,2,640,5
1496,66725,2014,1,3,640,5
1497,76783,2014,1,2,640,4
1498,45707,2013,12,3,640,5
1499,68949,2013,12,3,640,4
1500,44802,2013,12,3,640,5
1501,74428,2013,12,3,640,3
1502,17039,2013,7,5,640,5
1503,72712,2013,12,3,640,4
1504,48066,2013,11,2,640,4
1505,82109,2013,11,3,640,4
1507,61986,2013,9,4,640,3
1509,76027,2013,9,2,640,2
1510,55504,2013,8,5,640,5
1511,45901,2013,3,4,640,2
1512,85338,2013,8,3,640,1
1513,80851,2013,8,4,640,5
1514,57895,2013,7,2,640,4
1515,47701,2013,6,5,640,5
1516,77159,2013,6,2,640,5
1517,64152,2013,7,2,640,4
1519,56109,2013,7,2,640,4
1520,86170,2013,7,2,640,4
1522,58194,2013,5,2,640,5
1523,50013,2013,5,2,640,3
1524,57586,2013,5,3,640,5
1525,17201,2013,4,4,640,1
1526,3552,2013,3,2,640,4
1527,68513,2013,4,2,640,5
1528,79326,2013,3,2,640,3
1530,68784,2013,3,4,640,5
1531,56942,2013,3,3,640,5
1532,47741,2013,3,2,640,5
1534,22557,2013,2,3,640,5
1536,59719,2013,3,2,640,5
1537,40911,2013,2,2,640,3
1539,1492,2013,1,2,640,4
1540,82601,2013,2,3,640,4
1541,42500,2013,2,3,640,4
1543,18335,2013,1,2,640,3
1546,70794,2013,1,2,640,5
1592,1953,2022,5,4,640,4
1593,61709,2019,12,2,640,5
1597,33038,2020,3,3,640,5
1602,63138,2020,2,4,640,4
1604,32533,2020,2,3,640,5
1606,23746,2020,2,2,640,5
1608,51292,2020,2,2,640,4
1614,46971,2020,1,2,640,5
1615,17018,2020,1,3,640,5
1616,58461,2020,1,2,640,4
1617,87932,2020,1,2,640,5
1618,35064,2019,12,2,640,3
1620,22601,2019,12,2,640,4
1621,87646,2019,4,5,640,5
1622,9849,2019,12,5,640,5
1624,54951,2019,12,3,640,5
1625,80378,2019,12,2,640,5
1626,22907,2019,12,4,640,5
1627,23629,2019,12,3,640,4
1629,54465,2019,12,4,640,5
1630,46158,2019,12,3,640,5
1636,17509,2019,12,4,640,5
1637,86495,2019,11,4,640,5
1639,51833,2019,11,2,640,4
1641,33602,2019,11,2,640,5
1642,66976,2019,11,4,640,5
1644,47891,2019,10,4,640,5
1649,28964,2019,11,3,640,3
1650,23832,2019,11,4,640,4
1651,56064,2019,11,4,640,5
1654,54148,2019,2,3,640,5
1656,34781,2019,10,2,640,5
1657,73509,2019,10,4,640,4
1658,65681,2019,10,4,640,3
1659,24782,2019,10,2,640,5
1661,60790,2019,10,2,640,4
1662,65680,2019,9,3,640,2
1665,40884,2019,10,4,640,4
1666,10654,2019,10,3,640,4
1668,14126,2019,10,5,640,3
1670,22247,2019,8,4,640,4
1673,36927,2019,10,2,640,3
1676,42699,2019,10,2,640,3
1680,77099,2019,9,3,640,4
1681,86747,2019,9,2,640,5
1684,2741,2019,8,2,640,4
1686,23930,2019,8,4,640,4
1687,52089,2019,8,3,640,5
1692,38796,2019,8,2,640,4
1693,45561,2019,7,2,640,4
1694,10220,2019,6,2,640,1
1696,40593,2019,7,3,640,4
1697,33641,2019,5,4,640,5
1698,5544,2019,7,3,640,5
1699,39916,2019,7,2,640,5
1701,39670,2019,7,3,640,5
1702,65763,2019,7,4,640,5
1704,22365,2019,7,2,640,5
1705,33348,2019,7,2,640,5
1708,580,2019,7,5,640,5
1709,2896,2019,6,2,640,4
1710,43306,2019,7,2,640,5
1713,12721,2019,7,3,640,5
1715,25081,2019,7,2,640,3
1716,53207,2019,7,5,640,3
1718,6374,2019,7,2,640,5
1719,54292,2019,7,3,640,4
1720,38540,2019,7,3,640,4
1721,26094,2019,6,2,640,4
1722,60752,2019,7,2,640,5
